instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,range,range_temp
5286,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,0-5,0.66-1
5287,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10,0-5,0.50-0.66
5288,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,0-5,0.50-0.66
5289,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,6-11,0.50-0.66
5290,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44,6-11,0.66-1
5291,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,6-11,0.66-1
5292,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208,6-11,0.66-1
5293,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260,6-11,0.66-1
5294,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314,6-11,0.66-1
5295,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421,12-17,0.66-1
5296,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153,12-17,0.66-1
5297,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,12-17,0.66-1
5298,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358,12-17,0.66-1
5299,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281,12-17,0.66-1
5300,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269,12-17,0.66-1
5301,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,18-23,0.66-1
5302,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237,18-23,0.66-1
5303,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183,18-23,0.66-1
5306,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120,18-23,0.66-1
5307,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90,0-5,0.66-1
5308,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,0-5,0.50-0.66
5309,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62,0-5,0.50-0.66
5310,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,0-5,0.50-0.66
5311,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3,0-5,0.50-0.66
5312,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,0-5,0.50-0.66
5313,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6,6-11,0.50-0.66
5314,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24,6-11,0.66-1
5315,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,6-11,0.66-1
5316,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103,6-11,0.66-1
5317,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,6-11,0.66-1
5318,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,6-11,0.66-1
5319,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281,12-17,0.66-1
5320,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,12-17,0.66-1
5321,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,12-17,0.66-1
5322,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,12-17,0.66-1
5323,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,12-17,0.66-1
5324,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,12-17,0.66-1
5325,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,18-23,0.66-1
5326,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,18-23,0.66-1
5327,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,18-23,0.66-1
5330,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27,18-23,0.50-0.66
5331,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25,0-5,0.50-0.66
5332,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10,0-5,0.50-0.66
5333,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3,0-5,0.50-0.66
5334,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,0-5,0.50-0.66
5335,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,0-5,0.50-0.66
5336,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17,0-5,0.50-0.66
5337,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,6-11,0.50-0.66
5338,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,6-11,0.50-0.66
5339,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355,6-11,0.50-0.66
5340,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222,6-11,0.50-0.66
5341,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141,6-11,0.66-1
5342,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153,6-11,0.66-1
5343,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178,12-17,0.66-1
5344,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193,12-17,0.66-1
5345,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151,12-17,0.66-1
5346,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182,12-17,0.66-1
5347,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283,12-17,0.66-1
5348,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530,12-17,0.66-1
5349,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483,18-23,0.66-1
5350,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397,18-23,0.66-1
5351,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285,18-23,0.66-1
5352,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184,18-23,0.66-1
5353,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98,18-23,0.66-1
5354,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88,18-23,0.50-0.66
5355,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31,0-5,0.50-0.66
5356,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16,0-5,0.50-0.66
5357,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4,0-5,0.50-0.66
5358,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6,0-5,0.50-0.66
5359,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5,0-5,0.50-0.66
5360,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30,0-5,0.50-0.66
5361,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119,6-11,0.50-0.66
5362,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346,6-11,0.50-0.66
5364,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198,6-11,0.66-1
5366,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150,6-11,0.66-1
5367,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,12-17,0.66-1
5368,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,12-17,0.66-1
5370,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159,12-17,0.66-1
5371,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303,12-17,0.66-1
5372,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,12-17,0.66-1
5373,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570,18-23,0.66-1
5374,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376,18-23,0.66-1
5375,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280,18-23,0.66-1
5376,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215,18-23,0.66-1
5377,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152,18-23,0.66-1
5378,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77,18-23,0.66-1
5379,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24,0-5,0.66-1
5380,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14,0-5,0.50-0.66
5381,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6,0-5,0.66-1
5382,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,4,5,0-5,0.50-0.66
5383,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5,5,0-5,0.50-0.66
5384,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28,28,0-5,0.50-0.66
5385,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105,6-11,0.50-0.66
5386,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308,6-11,0.66-1
5387,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487,6-11,0.66-1
5388,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209,6-11,0.66-1
5389,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118,6-11,0.66-1
5390,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128,6-11,0.66-1
5391,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189,12-17,0.66-1
5392,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176,12-17,0.66-1
5393,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192,12-17,0.66-1
5394,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159,12-17,0.66-1
5395,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300,12-17,0.66-1
5396,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552,12-17,0.66-1
5397,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556,18-23,0.66-1
5398,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347,18-23,0.66-1
5399,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280,18-23,0.66-1
5400,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230,18-23,0.66-1
5401,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171,18-23,0.66-1
5402,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105,18-23,0.66-1
5403,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56,0-5,0.66-1
5404,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24,0-5,0.66-1
5405,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6,0-5,0.66-1
5406,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6,0-5,0.66-1
5407,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9,0-5,0.50-0.66
5408,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27,0-5,0.50-0.66
5409,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103,6-11,0.50-0.66
5410,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308,6-11,0.50-0.66
5411,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420,6-11,0.66-1
5412,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228,6-11,0.66-1
5413,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2537,37,92,129,6-11,0.66-1
5414,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141,6-11,0.66-1
5415,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173,12-17,0.66-1
5416,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187,12-17,0.66-1
5417,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182,12-17,0.66-1
5418,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174,12-17,0.66-1
5419,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245,12-17,0.66-1
5420,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409,12-17,0.66-1
5421,3,0,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,48,226,274,18-23,0.66-1
5422,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141,18-23,0.66-1
5423,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165,18-23,0.66-1
5424,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0.0,12,137,149,18-23,0.66-1
5425,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135,18-23,0.66-1
5426,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114,18-23,0.66-1
5427,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.194,9,53,62,0-5,0.66-1
5428,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.0,1,19,20,0-5,0.50-0.66
5429,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.0,0,8,8,0-5,0.50-0.66
5430,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2,1,3,0-5,0.50-0.66
5431,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8,0-5,0.50-0.66
5432,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,1,16,17,0-5,0.50-0.66
5433,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.0,2,91,93,6-11,0.50-0.66
5434,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263,6-11,0.66-1
5435,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.0,30,368,398,6-11,0.66-1
5436,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218,6-11,0.66-1
5437,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165,6-11,0.66-1
5438,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,6-11,0.66-1
5439,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222,12-17,0.66-1
5440,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232,12-17,0.66-1
5441,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220,12-17,0.66-1
5442,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222,12-17,0.66-1
5443,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.0,66,261,327,12-17,0.66-1
5447,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58,18-23,0.50-0.66
5448,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107,18-23,0.50-0.66
5449,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122,18-23,0.50-0.66
5450,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106,18-23,0.50-0.66
5451,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,107,128,0-5,0.50-0.66
5452,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0.0,12,35,47,0-5,0.50-0.66
5453,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0.0,10,59,69,0-5,0.50-0.66
5454,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.0,9,42,51,0-5,0.50-0.66
5455,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0.0,1,6,7,0-5,0.50-0.66
5456,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.0,0,8,8,0-5,0.50-0.66
5457,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24,6-11,0.50-0.66
5458,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0.0,8,36,44,6-11,0.50-0.66
5459,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0,27,106,133,6-11,0.66-1
5460,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.0,51,139,190,6-11,0.66-1
5461,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306,6-11,0.66-1
5462,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.0,115,223,338,6-11,0.66-1
5463,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409,12-17,0.66-1
5464,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378,12-17,0.66-1
5465,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375,12-17,0.66-1
5466,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390,12-17,0.66-1
5467,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373,12-17,0.66-1
5468,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383,12-17,0.66-1
5469,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394,18-23,0.66-1
5470,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291,18-23,0.66-1
5471,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,18-23,0.66-1
5472,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,18-23,0.66-1
5473,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,18-23,0.66-1
5474,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157,18-23,0.66-1
5475,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74,0-5,0.66-1
5476,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,0-5,0.66-1
5477,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64,0-5,0.66-1
5478,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51,0-5,0.66-1
5479,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,0-5,0.66-1
5480,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8,0-5,0.66-1
5481,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14,6-11,0.66-1
5482,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31,6-11,0.66-1
5483,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92,6-11,0.66-1
5484,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231,6-11,0.66-1
5485,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274,6-11,0.66-1
5486,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313,6-11,0.66-1
5487,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374,12-17,0.66-1
5490,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68,12-17,0.66-1
5491,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,97,161,258,12-17,0.66-1
5492,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270,12-17,0.66-1
5493,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311,18-23,0.66-1
5494,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282,18-23,0.66-1
5495,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181,18-23,0.66-1
5496,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138,18-23,0.66-1
5497,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,18-23,0.66-1
5498,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68,18-23,0.66-1
5499,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40,0-5,0.66-1
5500,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21,0-5,0.66-1
5501,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,0-5,0.66-1
5502,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5,0-5,0.66-1
5503,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12,0-5,0.66-1
5504,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24,0-5,0.66-1
5505,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112,6-11,0.66-1
5506,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281,6-11,0.66-1
5507,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351,6-11,0.66-1
5508,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187,6-11,0.66-1
5509,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121,6-11,0.66-1
5510,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131,6-11,0.66-1
5514,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199,12-17,0.66-1
5516,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591,12-17,0.66-1
5517,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609,18-23,0.66-1
5518,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416,18-23,0.66-1
5519,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268,18-23,0.66-1
5520,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.194,28,180,208,18-23,0.50-0.66
5521,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,32,121,153,18-23,0.50-0.66
5522,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64,18-23,0.50-0.66
5523,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.194,13,22,35,0-5,0.50-0.66
5524,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,6,13,19,0-5,0.50-0.66
5525,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6,0-5,0.50-0.66
5526,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6,0-5,0.50-0.66
5527,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,0,5,5,0-5,0.50-0.66
5528,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36,0-5,0.50-0.66
5529,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,3,111,114,6-11,0.50-0.66
5530,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,11,333,344,6-11,0.50-0.66
5531,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0.0,43,461,504,6-11,0.50-0.66
5532,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0.0,34,191,225,6-11,0.66-1
5533,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0.0,56,92,148,6-11,0.66-1
5534,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,62,124,186,6-11,0.66-1
5535,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237,12-17,0.66-1
5536,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234,12-17,0.66-1
5537,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651,12-17,0.66-1
5538,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,178,423,601,12-17,0.66-1
5539,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,133,311,444,12-17,0.66-1
5540,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472,12-17,0.66-1
5541,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519,18-23,0.66-1
5542,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367,18-23,0.66-1
5543,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260,18-23,0.50-0.66
5544,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0.0,38,173,211,18-23,0.50-0.66
5545,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191,18-23,0.50-0.66
5546,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,19,61,80,18-23,0.50-0.66
5547,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38,0-5,0.50-0.66
5548,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17,24,0-5,0.50-0.66
5549,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6,0-5,0.50-0.66
5550,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,1,0-5,0.50-0.66
5551,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7,0-5,0.50-0.66
5552,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,1,26,27,0-5,0.50-0.66
5553,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0.0,3,105,108,6-11,0.50-0.66
5554,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308,6-11,0.50-0.66
5555,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468,6-11,0.50-0.66
5556,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,44,169,213,6-11,0.50-0.66
5557,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,51,95,146,6-11,0.66-1
5558,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,57,128,185,6-11,0.66-1
5559,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235,12-17,0.66-1
5564,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567,12-17,0.66-1
5565,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,102,519,621,18-23,0.66-1
5566,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,93,347,440,18-23,0.66-1
